Date,Time,CO(GT),PT08.S1(CO),NMHC(GT),C6H6(GT),PT08.S2(NMHC),NOx(GT),PT08.S3(NOx),NO2(GT),PT08.S4(NO2),PT08.S5(O3),T,RH,AH,NOx(GT)_Simulated
20/06/2004,16.00.00,1.1,-200.0,-200.0,-200.0,-200.0,53.0,-200.0,71.0,-200.0,-200.0,-200.0,-200.0,-200.0,34.71997629799986
20/06/2004,17.00.00,1.4,-200.0,-200.0,-200.0,-200.0,68.0,-200.0,86.0,-200.0,-200.0,-200.0,-200.0,-200.0,45.51032102189673
20/06/2004,18.00.00,2.8,-200.0,-200.0,-200.0,-200.0,125.0,-200.0,114.0,-200.0,-200.0,-200.0,-200.0,-200.0,49.71735300666852
20/06/2004,19.00.00,2.5,-200.0,-200.0,-200.0,-200.0,96.0,-200.0,105.0,-200.0,-200.0,-200.0,-200.0,-200.0,59.99153707188919
20/06/2004,20.00.00,1.6,-200.0,-200.0,-200.0,-200.0,75.0,-200.0,87.0,-200.0,-200.0,-200.0,-200.0,-200.0,62.84738617022221
20/06/2004,21.00.00,1.4,-200.0,-200.0,-200.0,-200.0,74.0,-200.0,85.0,-200.0,-200.0,-200.0,-200.0,-200.0,60.87741224156558
20/06/2004,22.00.00,2.3,-200.0,-200.0,-200.0,-200.0,92.0,-200.0,91.0,-200.0,-200.0,-200.0,-200.0,-200.0,70.03313800915167
20/06/2004,23.00.00,4.2,-200.0,-200.0,-200.0,-200.0,136.0,-200.0,108.0,-200.0,-200.0,-200.0,-200.0,-200.0,78.91924127865691
21/06/2004,00.00.00,3.0,-200.0,-200.0,-200.0,-200.0,119.0,-200.0,99.0,-200.0,-200.0,-200.0,-200.0,-200.0,88.22296743687366
21/06/2004,01.00.00,2.2,-200.0,-200.0,-200.0,-200.0,76.0,-200.0,83.0,-200.0,-200.0,-200.0,-200.0,-200.0,72.64178873481059
21/06/2004,02.00.00,0.6,-200.0,-200.0,-200.0,-200.0,21.0,-200.0,36.0,-200.0,-200.0,-200.0,-200.0,-200.0,78.48307481339232
21/06/2004,03.00.00,0.3,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,71.47956366901995
21/06/2004,04.00.00,0.3,732.0,-200.0,1.5,544.0,15.0,1353.0,24.0,1367.0,466.0,18.9,55.2,1.1895,58.945718042612924
21/06/2004,05.00.00,0.5,809.0,-200.0,3.5,681.0,52.0,1108.0,43.0,1463.0,609.0,18.2,57.6,1.193,59.636649255422874
21/06/2004,06.00.00,1.3,934.0,-200.0,8.3,911.0,85.0,857.0,64.0,1639.0,863.0,18.6,56.0,1.1865,47.49473275935135
21/06/2004,07.00.00,2.5,1132.0,-200.0,17.3,1220.0,177.0,691.0,91.0,1910.0,1203.0,20.8,48.0,1.1702,43.70433812592559
21/06/2004,08.00.00,3.7,1221.0,-200.0,23.3,1386.0,232.0,626.0,109.0,2138.0,1412.0,23.3,38.6,1.0919,42.71901133120296
21/06/2004,09.00.00,2.5,1024.0,-200.0,13.8,1111.0,201.0,770.0,110.0,1753.0,1069.0,25.1,32.4,1.017,26.677908280830245
21/06/2004,10.00.00,1.8,938.0,-200.0,10.2,987.0,134.0,862.0,111.0,1597.0,817.0,27.8,25.8,0.9473,15.047013152165214
21/06/2004,11.00.00,1.5,869.0,-200.0,7.9,897.0,104.0,965.0,106.0,1480.0,649.0,29.6,21.0,0.8548,16.211435495833413
21/06/2004,12.00.00,1.5,846.0,-200.0,8.8,930.0,89.0,947.0,104.0,1467.0,598.0,30.2,18.0,0.7613,20.365269795817152
21/06/2004,13.00.00,1.2,838.0,-200.0,7.2,868.0,66.0,1005.0,76.0,1454.0,540.0,30.1,18.5,0.7747,24.432106640733853
21/06/2004,14.00.00,1.4,875.0,-200.0,8.3,912.0,85.0,978.0,84.0,1504.0,601.0,29.5,19.4,0.7872,27.460610180683446
21/06/2004,15.00.00,1.6,907.0,-200.0,9.6,961.0,105.0,920.0,102.0,1564.0,668.0,31.1,18.2,0.8079,35.50404724638308
21/06/2004,16.00.00,1.6,889.0,-200.0,9.0,939.0,99.0,920.0,102.0,1492.0,647.0,30.3,19.0,0.8103,41.47821001742526
21/06/2004,17.00.00,2.2,969.0,-200.0,12.4,1064.0,132.0,834.0,124.0,1645.0,816.0,30.1,19.3,0.8083,43.6016137853384
21/06/2004,18.00.00,3.0,1051.0,-200.0,15.3,1157.0,186.0,760.0,147.0,1787.0,963.0,28.6,22.3,0.859,46.96348712777922
21/06/2004,19.00.00,3.0,1043.0,-200.0,16.1,1181.0,174.0,736.0,138.0,1813.0,1010.0,26.1,28.3,0.9407,49.82811031161223
21/06/2004,20.00.00,2.7,1043.0,-200.0,14.1,1121.0,149.0,736.0,126.0,1793.0,967.0,24.5,35.7,1.0807,58.85481192766091
21/06/2004,21.00.00,2.1,1007.0,-200.0,11.4,1027.0,114.0,798.0,112.0,1737.0,904.0,23.1,41.5,1.1582,68.64784528380295
21/06/2004,22.00.00,1.6,966.0,-200.0,9.5,959.0,92.0,838.0,95.0,1686.0,852.0,21.8,46.3,1.1913,82.9660753220139
21/06/2004,23.00.00,1.3,920.0,-200.0,7.4,875.0,75.0,915.0,80.0,1594.0,744.0,20.9,48.9,1.1945,83.4437945739769
22/06/2004,00.00.00,1.1,889.0,-200.0,6.4,831.0,74.0,956.0,79.0,1570.0,760.0,20.5,49.9,1.1903,80.31489442448559
22/06/2004,01.00.00,0.7,825.0,-200.0,4.1,715.0,35.0,1062.0,49.0,1462.0,613.0,20.0,50.9,1.1794,75.45575627148908
22/06/2004,02.00.00,0.4,758.0,-200.0,1.9,580.0,22.0,1215.0,36.0,1374.0,531.0,22.1,44.3,1.1665,73.96756991154616
22/06/2004,03.00.00,0.2,735.0,-200.0,1.4,533.0,-200.0,1338.0,-200.0,1350.0,493.0,21.0,47.5,1.1666,72.64841830319739
22/06/2004,04.00.00,0.2,719.0,-200.0,1.2,522.0,24.0,1385.0,40.0,1343.0,509.0,19.8,50.3,1.1444,72.37593290734902
22/06/2004,05.00.00,0.3,757.0,-200.0,2.2,596.0,30.0,1236.0,37.0,1381.0,560.0,19.0,52.8,1.1489,44.40697651829767
22/06/2004,06.00.00,0.9,890.0,-200.0,6.4,831.0,93.0,922.0,67.0,1594.0,826.0,17.8,56.5,1.1375,49.95690499711175
22/06/2004,07.00.00,3.1,1181.0,-200.0,18.5,1255.0,332.0,632.0,106.0,2002.0,1334.0,18.2,55.8,1.1529,43.705845677257095
22/06/2004,08.00.00,5.0,1332.0,-200.0,30.2,1556.0,387.0,523.0,134.0,2394.0,1660.0,20.6,47.7,1.1448,44.73245685038179
22/06/2004,09.00.00,2.8,1128.0,-200.0,14.2,1124.0,267.0,717.0,123.0,1832.0,1362.0,22.8,41.9,1.1496,24.937005433705906
22/06/2004,10.00.00,2.8,1128.0,-200.0,14.3,1126.0,269.0,725.0,136.0,1856.0,1316.0,27.1,31.7,1.1147,29.994733646496126
22/06/2004,11.00.00,2.1,1064.0,-200.0,12.6,1069.0,193.0,766.0,109.0,1766.0,1089.0,30.4,26.4,1.131,25.496738761355843
22/06/2004,12.00.00,3.1,1139.0,-200.0,18.0,1240.0,239.0,702.0,144.0,1940.0,1129.0,31.1,26.2,1.1647,22.012747928555
22/06/2004,13.00.00,3.0,1121.0,-200.0,17.1,1214.0,232.0,707.0,154.0,1912.0,1120.0,31.4,25.3,1.1444,21.627796375410828
22/06/2004,14.00.00,2.1,1032.0,-200.0,13.0,1083.0,152.0,776.0,126.0,1772.0,916.0,30.8,26.7,1.168,21.021574285143725
22/06/2004,15.00.00,1.7,1040.0,-200.0,11.2,1022.0,115.0,826.0,98.0,1747.0,812.0,31.8,25.6,1.1868,32.423971291053576
22/06/2004,16.00.00,2.2,1076.0,-200.0,13.6,1105.0,169.0,762.0,120.0,1782.0,959.0,33.5,22.9,1.1649,33.472864245292584
22/06/2004,17.00.00,3.5,1177.0,-200.0,20.5,1310.0,226.0,656.0,145.0,2011.0,1189.0,33.1,23.5,1.1673,44.18746251497115
22/06/2004,18.00.00,3.6,1196.0,-200.0,20.2,1303.0,218.0,654.0,139.0,2017.0,1199.0,31.7,25.9,1.1883,58.34237297656835
22/06/2004,19.00.00,4.1,1204.0,-200.0,23.1,1381.0,245.0,623.0,148.0,2085.0,1283.0,29.0,30.4,1.2013,63.501823521833195
22/06/2004,20.00.00,4.0,1166.0,-200.0,20.3,1304.0,236.0,646.0,139.0,2016.0,1291.0,27.4,33.6,1.2095,69.73800427855639
22/06/2004,21.00.00,1.8,959.0,-200.0,9.3,949.0,104.0,857.0,93.0,1640.0,949.0,25.2,36.4,1.1528,68.98002068896139
22/06/2004,22.00.00,1.7,1004.0,-200.0,10.5,997.0,104.0,813.0,96.0,1726.0,1018.0,24.0,39.6,1.1662,70.29376249357306
22/06/2004,23.00.00,2.4,1050.0,-200.0,13.6,1105.0,144.0,729.0,104.0,1807.0,1122.0,23.8,39.6,1.1558,81.8739569510068
23/06/2004,00.00.00,1.2,965.0,-200.0,8.0,900.0,79.0,864.0,83.0,1631.0,968.0,22.9,43.6,1.1974,88.29304841694508
23/06/2004,01.00.00,0.8,849.0,-200.0,4.6,744.0,51.0,1004.0,66.0,1496.0,806.0,22.8,43.9,1.202,79.3761806541456
23/06/2004,02.00.00,0.5,809.0,-200.0,3.2,666.0,38.0,1093.0,55.0,1455.0,714.0,21.8,47.3,1.2189,74.74356392119638
23/06/2004,03.00.00,0.3,777.0,-200.0,2.4,609.0,-200.0,1170.0,-200.0,1405.0,644.0,21.7,47.3,1.2135,72.44104270620362
23/06/2004,04.00.00,-200.0,768.0,-200.0,2.1,591.0,24.0,1183.0,37.0,1402.0,606.0,20.8,50.3,1.2207,68.53366794843396
23/06/2004,05.00.00,0.4,768.0,-200.0,2.2,597.0,30.0,1155.0,40.0,1396.0,606.0,21.7,46.8,1.2031,58.72478964893294
23/06/2004,06.00.00,1.0,917.0,-200.0,6.7,842.0,73.0,934.0,51.0,1656.0,819.0,20.3,52.3,1.2367,46.2660056829597
23/06/2004,07.00.00,3.8,1252.0,-200.0,23.1,1380.0,305.0,579.0,117.0,2210.0,1462.0,20.5,52.3,1.245,51.6423185206873
23/06/2004,08.00.00,3.2,1224.0,-200.0,19.0,1268.0,295.0,605.0,110.0,2046.0,1478.0,21.7,49.6,1.2673,27.458844370970674
23/06/2004,09.00.00,3.5,1277.0,-200.0,20.1,1300.0,331.0,608.0,136.0,2090.0,1598.0,24.0,43.1,1.2677,34.407787789075336
23/06/2004,10.00.00,3.2,1149.0,-200.0,16.4,1192.0,304.0,672.0,152.0,1944.0,1449.0,28.5,31.7,1.2144,32.460753520460415
23/06/2004,11.00.00,2.3,1091.0,-200.0,13.0,1082.0,210.0,746.0,119.0,1790.0,1221.0,32.2,25.1,1.189,22.309121487313924
23/06/2004,12.00.00,2.2,1053.0,-200.0,13.1,1087.0,163.0,763.0,106.0,1762.0,1023.0,34.9,20.5,1.1279,23.377230656247058
23/06/2004,13.00.00,2.1,1023.0,-200.0,11.8,1042.0,132.0,796.0,101.0,1711.0,910.0,35.4,19.9,1.1222,19.206759037637067
23/06/2004,14.00.00,1.9,1085.0,-200.0,12.7,1075.0,126.0,767.0,110.0,1786.0,913.0,34.4,22.5,1.205,25.02831801360352
23/06/2004,15.00.00,2.4,1116.0,-200.0,14.1,1120.0,150.0,724.0,124.0,1854.0,1035.0,34.8,22.8,1.2488,26.295668980666317
23/06/2004,16.00.00,2.5,1111.0,-200.0,14.4,1131.0,171.0,735.0,137.0,1825.0,1085.0,34.3,22.4,1.1907,29.2750974405921
23/06/2004,17.00.00,3.6,1210.0,-200.0,20.7,1316.0,234.0,645.0,159.0,2030.0,1278.0,32.5,25.3,1.2165,44.54468806577842
23/06/2004,18.00.00,3.9,1250.0,-200.0,21.6,1339.0,251.0,616.0,152.0,2075.0,1383.0,31.3,27.3,1.2234,43.29596149614655
23/06/2004,19.00.00,4.4,1297.0,-200.0,24.2,1408.0,294.0,595.0,166.0,2134.0,1473.0,30.2,29.0,1.2224,59.060996222453866
23/06/2004,20.00.00,4.8,1313.0,-200.0,21.8,1345.0,300.0,603.0,163.0,2118.0,1507.0,28.5,33.3,1.2775,65.10736549575965
23/06/2004,21.00.00,2.5,1146.0,-200.0,13.0,1084.0,159.0,713.0,121.0,1829.0,1215.0,27.3,35.3,1.2606,71.19866605616804
23/06/2004,22.00.00,2.8,1199.0,-200.0,15.1,1152.0,176.0,685.0,125.0,1897.0,1242.0,26.1,37.8,1.2575,72.97182214615307
23/06/2004,23.00.00,3.2,1274.0,-200.0,16.6,1197.0,192.0,626.0,120.0,2023.0,1356.0,24.7,47.1,1.44,73.18431158396149
24/06/2004,00.00.00,2.6,1243.0,-200.0,12.7,1072.0,152.0,675.0,103.0,1978.0,1195.0,23.6,59.8,1.7193,75.74421775393336
24/06/2004,01.00.00,1.5,1054.0,-200.0,8.6,923.0,63.0,783.0,64.0,1793.0,899.0,23.3,60.5,1.706,80.0980842416162
24/06/2004,02.00.00,1.0,962.0,-200.0,5.3,778.0,35.0,929.0,44.0,1645.0,726.0,23.3,59.4,1.6753,70.76364679401674
24/06/2004,03.00.00,0.8,915.0,-200.0,3.6,690.0,-200.0,983.0,-200.0,1570.0,743.0,22.9,57.7,1.5902,67.4440995724901
24/06/2004,04.00.00,0.6,871.0,-200.0,2.8,639.0,21.0,1062.0,35.0,1528.0,684.0,23.7,53.5,1.546,73.02545860928393
24/06/2004,05.00.00,0.6,877.0,-200.0,3.1,658.0,41.0,1047.0,46.0,1530.0,779.0,21.2,60.9,1.5092,71.1960337730823
24/06/2004,06.00.00,0.7,893.0,-200.0,3.7,696.0,48.0,1008.0,54.0,1548.0,801.0,22.1,56.2,1.48,55.48960152460317
24/06/2004,07.00.00,1.2,1030.0,-200.0,6.9,851.0,102.0,824.0,68.0,1700.0,983.0,21.9,57.0,1.4742,45.06511233901494
24/06/2004,08.00.00,1.5,1059.0,-200.0,8.6,926.0,111.0,783.0,77.0,1750.0,989.0,24.7,45.9,1.4061,40.45871859549784
24/06/2004,09.00.00,1.3,1020.0,-200.0,7.1,860.0,93.0,864.0,74.0,1649.0,875.0,27.0,40.8,1.4286,25.373613905801555
24/06/2004,10.00.00,1.6,1045.0,-200.0,6.6,840.0,118.0,879.0,92.0,1656.0,807.0,29.1,37.4,1.4833,21.7222072533797
24/06/2004,11.00.00,1.5,1029.0,-200.0,7.2,866.0,93.0,874.0,83.0,1651.0,727.0,31.1,32.4,1.4351,16.235170745504085
24/06/2004,12.00.00,1.2,959.0,-200.0,5.0,763.0,56.0,976.0,58.0,1561.0,549.0,31.9,30.3,1.4125,20.581547171452883
24/06/2004,13.00.00,1.1,975.0,-200.0,5.7,798.0,51.0,939.0,55.0,1576.0,570.0,32.8,28.9,1.412,24.993098521962107
24/06/2004,14.00.00,1.2,988.0,-200.0,6.0,813.0,52.0,927.0,61.0,1596.0,596.0,33.4,27.8,1.4119,27.909738516356285
24/06/2004,15.00.00,1.3,971.0,-200.0,6.1,818.0,59.0,942.0,65.0,1565.0,585.0,35.3,23.7,1.3331,32.996993794012575
24/06/2004,16.00.00,1.4,999.0,-200.0,8.0,899.0,62.0,869.0,74.0,1629.0,637.0,35.8,22.4,1.2915,29.689296976246965
24/06/2004,17.00.00,1.6,989.0,-200.0,7.8,889.0,85.0,889.0,89.0,1602.0,664.0,35.3,20.8,1.1664,47.45393860467646
24/06/2004,18.00.00,2.1,1075.0,-200.0,11.1,1020.0,109.0,802.0,103.0,1732.0,797.0,33.3,23.9,1.2085,48.28905933761641
24/06/2004,19.00.00,3.0,1190.0,-200.0,15.9,1177.0,168.0,695.0,128.0,1934.0,1046.0,30.3,30.8,1.3044,51.90241391517887
24/06/2004,20.00.00,2.8,1172.0,-200.0,13.7,1108.0,166.0,706.0,122.0,1878.0,1058.0,28.3,34.5,1.3084,66.72319125171786
24/06/2004,21.00.00,3.8,1256.0,-200.0,21.6,1340.0,149.0,594.0,125.0,2176.0,1214.0,27.1,38.9,1.3758,68.25641106471036
24/06/2004,22.00.00,3.2,1190.0,-200.0,16.8,1203.0,118.0,658.0,119.0,1967.0,1056.0,25.4,43.2,1.3805,82.44304857329625
24/06/2004,23.00.00,4.1,1249.0,-200.0,20.5,1310.0,160.0,601.0,126.0,2114.0,1280.0,24.6,45.3,1.3767,87.77795581585629
25/06/2004,00.00.00,2.6,1072.0,-200.0,14.1,1120.0,124.0,711.0,100.0,1838.0,1045.0,23.7,46.0,1.3346,83.15520756772945
25/06/2004,01.00.00,2.0,1035.0,-200.0,10.9,1011.0,95.0,750.0,94.0,1752.0,1039.0,23.0,48.1,1.3322,83.39951478842448
25/06/2004,02.00.00,0.9,839.0,-200.0,3.6,690.0,34.0,1030.0,52.0,1457.0,640.0,24.8,43.4,1.3366,79.02549261570745
25/06/2004,03.00.00,0.7,833.0,-200.0,3.3,671.0,-200.0,1061.0,-200.0,1482.0,705.0,23.1,47.4,1.3208,74.74955062204337
25/06/2004,04.00.00,0.6,804.0,-200.0,2.4,616.0,45.0,1144.0,64.0,1427.0,662.0,21.7,50.2,1.2917,58.73914531773129
25/06/2004,05.00.00,0.6,811.0,-200.0,3.0,651.0,35.0,1097.0,46.0,1442.0,579.0,21.9,50.7,1.3138,54.29357612818108
25/06/2004,06.00.00,1.6,1028.0,-200.0,8.9,934.0,141.0,818.0,88.0,1743.0,987.0,20.1,57.0,1.3216,49.15236324665612
25/06/2004,07.00.00,2.6,1138.0,-200.0,14.8,1141.0,199.0,671.0,104.0,1927.0,1197.0,21.5,51.8,1.3129,44.19144802273727
25/06/2004,08.00.00,2.9,1203.0,-200.0,16.2,1185.0,224.0,649.0,125.0,1968.0,1328.0,22.9,48.7,1.3416,36.54299174976645
25/06/2004,09.00.00,2.8,1193.0,-200.0,14.6,1136.0,245.0,667.0,151.0,1924.0,1370.0,25.7,41.0,1.3351,34.665566514311536
25/06/2004,10.00.00,1.9,1049.0,-200.0,8.0,898.0,153.0,858.0,113.0,1671.0,921.0,29.9,33.2,1.3793,23.461848184242584
25/06/2004,11.00.00,1.9,1090.0,-200.0,9.1,942.0,145.0,828.0,102.0,1713.0,876.0,32.9,28.0,1.3789,22.2755866195334
25/06/2004,12.00.00,2.1,1070.0,-200.0,10.0,976.0,130.0,808.0,108.0,1688.0,819.0,34.0,25.6,1.3363,20.281302084141103
25/06/2004,13.00.00,1.9,1014.0,-200.0,9.8,970.0,95.0,826.0,93.0,1684.0,763.0,34.7,22.6,1.2297,17.350908966184484
25/06/2004,14.00.00,1.6,972.0,-200.0,8.3,912.0,88.0,882.0,89.0,1596.0,675.0,35.5,20.3,1.1586,17.64192354021064
25/06/2004,15.00.00,1.6,951.0,-200.0,7.5,880.0,89.0,920.0,84.0,1539.0,637.0,35.9,18.8,1.0912,25.61993316665024
25/06/2004,16.00.00,2.1,1033.0,-200.0,11.7,1038.0,127.0,802.0,111.0,1690.0,826.0,36.2,18.6,1.0945,29.633312469129393
25/06/2004,17.00.00,2.4,983.0,-200.0,13.3,1094.0,149.0,817.0,115.0,1659.0,854.0,35.4,15.3,0.8613,46.69591824226757
25/06/2004,18.00.00,2.8,973.0,-200.0,14.4,1128.0,170.0,813.0,127.0,1642.0,894.0,32.9,15.5,0.7649,44.7695132976005
25/06/2004,19.00.00,3.4,1083.0,-200.0,17.9,1237.0,210.0,737.0,129.0,1786.0,1077.0,29.9,19.8,0.8211,58.17648022780619
25/06/2004,20.00.00,3.4,1062.0,-200.0,15.9,1176.0,230.0,763.0,140.0,1743.0,1121.0,28.1,22.4,0.8394,60.41119485702104
25/06/2004,21.00.00,2.7,1011.0,-200.0,14.2,1122.0,203.0,808.0,137.0,1680.0,1071.0,26.1,24.7,0.8233,76.28308088928004
25/06/2004,22.00.00,2.6,1054.0,-200.0,13.8,1110.0,174.0,765.0,130.0,1670.0,1167.0,25.0,28.7,0.8944,67.73637866904917
25/06/2004,23.00.00,2.3,1013.0,-200.0,11.7,1038.0,164.0,793.0,121.0,1598.0,1162.0,24.3,31.0,0.9268,79.2860409909732
26/06/2004,00.00.00,1.2,870.0,-200.0,6.2,823.0,76.0,975.0,79.0,1398.0,848.0,24.0,31.2,0.919,76.76969355650662
26/06/2004,01.00.00,1.0,857.0,-200.0,5.1,769.0,52.0,1006.0,69.0,1390.0,759.0,22.4,34.9,0.9362,87.91284025388788
26/06/2004,02.00.00,0.9,835.0,-200.0,4.5,739.0,47.0,1036.0,61.0,1382.0,694.0,21.2,37.6,0.9355,81.5817851116686
26/06/2004,03.00.00,1.1,844.0,-200.0,4.9,759.0,-200.0,1005.0,-200.0,1409.0,848.0,19.5,42.3,0.9461,65.60044076096908
26/06/2004,04.00.00,-200.0,763.0,-200.0,2.5,622.0,37.0,1129.0,58.0,1321.0,689.0,21.2,39.4,0.9802,63.46501366874813
26/06/2004,05.00.00,0.4,769.0,-200.0,2.3,606.0,41.0,1171.0,58.0,1314.0,610.0,19.5,42.4,0.9515,52.73079866821472
26/06/2004,06.00.00,0.9,891.0,-200.0,5.5,790.0,74.0,960.0,70.0,1466.0,816.0,18.6,45.8,0.9723,55.540970270157096
26/06/2004,07.00.00,1.8,1037.0,-200.0,10.4,993.0,168.0,779.0,104.0,1680.0,1158.0,19.7,44.1,1.0039,43.409230074997204
26/06/2004,08.00.00,2.2,1090.0,-200.0,12.4,1065.0,176.0,728.0,109.0,1773.0,1228.0,21.9,39.4,1.0243,33.531036046408616
26/06/2004,09.00.00,2.4,1117.0,-200.0,14.0,1118.0,184.0,716.0,129.0,1791.0,1323.0,24.5,34.3,1.0407,18.465252248481153
26/06/2004,10.00.00,2.3,1109.0,-200.0,12.7,1074.0,187.0,761.0,144.0,1734.0,1274.0,30.0,25.6,1.0674,24.214938718313192
26/06/2004,11.00.00,1.6,961.0,-200.0,9.0,939.0,118.0,912.0,101.0,1508.0,846.0,34.5,18.9,1.0168,22.06723144890908
26/06/2004,12.00.00,1.4,985.0,-200.0,8.5,919.0,89.0,918.0,90.0,1540.0,737.0,36.3,17.5,1.0411,18.584632074936586
26/06/2004,13.00.00,1.4,960.0,-200.0,8.2,909.0,70.0,910.0,86.0,1523.0,675.0,37.7,16.0,1.0231,24.88347987784957
26/06/2004,14.00.00,1.0,927.0,-200.0,5.9,806.0,51.0,1013.0,69.0,1446.0,559.0,38.3,15.8,1.0465,30.366196551201273
26/06/2004,15.00.00,1.0,958.0,-200.0,5.6,795.0,52.0,1002.0,65.0,1481.0,604.0,38.4,17.5,1.1609,24.075761957923408
26/06/2004,16.00.00,1.2,1019.0,-200.0,6.7,842.0,70.0,935.0,73.0,1565.0,729.0,37.2,20.5,1.2813,35.84958814341969
26/06/2004,17.00.00,1.3,1010.0,-200.0,6.1,816.0,80.0,955.0,73.0,1567.0,741.0,34.0,26.4,1.3781,44.27934247944451
26/06/2004,18.00.00,1.5,1030.0,-200.0,6.7,844.0,90.0,917.0,78.0,1599.0,747.0,32.3,30.4,1.445,49.662700824285785
26/06/2004,19.00.00,1.9,1100.0,-200.0,9.2,946.0,111.0,827.0,98.0,1726.0,932.0,30.5,33.9,1.4564,52.99339541912592
26/06/2004,20.00.00,1.8,1079.0,-200.0,8.2,909.0,107.0,861.0,99.0,1686.0,928.0,29.2,37.8,1.5098,65.38253500740478
26/06/2004,21.00.00,1.4,1036.0,-200.0,7.0,859.0,73.0,900.0,83.0,1645.0,860.0,28.4,39.1,1.4881,78.40595434119791
26/06/2004,22.00.00,1.7,1085.0,-200.0,9.5,959.0,75.0,827.0,88.0,1747.0,963.0,27.7,40.6,1.4828,70.09618761091602
26/06/2004,23.00.00,2.7,1214.0,-200.0,15.1,1151.0,144.0,683.0,117.0,1938.0,1309.0,27.2,42.5,1.5069,67.01409858248327
27/06/2004,00.00.00,2.1,1127.0,-200.0,11.7,1041.0,120.0,728.0,97.0,1830.0,1266.0,26.5,44.8,1.528,78.56291484843499
27/06/2004,01.00.00,1.4,1038.0,-200.0,9.3,950.0,71.0,776.0,75.0,1750.0,1181.0,25.5,47.6,1.5318,71.60583407403267
27/06/2004,02.00.00,1.0,948.0,-200.0,6.4,829.0,40.0,873.0,53.0,1638.0,937.0,25.2,47.8,1.5076,79.3284478144082
27/06/2004,03.00.00,1.0,953.0,-200.0,6.7,844.0,-200.0,848.0,-200.0,1685.0,995.0,23.2,53.7,1.5046,72.1414506365908
27/06/2004,04.00.00,0.8,869.0,-200.0,4.2,723.0,34.0,975.0,45.0,1522.0,789.0,23.2,52.3,1.4668,69.01948594414068
27/06/2004,05.00.00,0.5,809.0,-200.0,2.6,628.0,27.0,1127.0,42.0,1490.0,682.0,24.0,50.3,1.4811,53.874357697099555
27/06/2004,06.00.00,0.6,833.0,-200.0,2.8,641.0,30.0,1088.0,44.0,1496.0,717.0,23.5,51.2,1.4634,56.53868058938159
27/06/2004,07.00.00,0.6,857.0,-200.0,3.1,661.0,40.0,1083.0,50.0,1511.0,696.0,23.5,50.8,1.452,41.21877172235279
27/06/2004,08.00.00,1.0,966.0,-200.0,6.2,820.0,56.0,913.0,60.0,1634.0,807.0,24.7,47.6,1.4597,40.79725277916205
27/06/2004,09.00.00,1.6,1063.0,-200.0,7.9,894.0,104.0,823.0,100.0,1688.0,1025.0,27.2,41.1,1.4611,30.773192780636553
27/06/2004,10.00.00,1.9,1110.0,-200.0,10.5,996.0,121.0,782.0,111.0,1771.0,1090.0,31.0,32.4,1.4294,24.300302720710448
27/06/2004,11.00.00,1.7,1055.0,-200.0,9.0,941.0,100.0,844.0,110.0,1648.0,932.0,35.2,24.8,1.3854,20.474492935864124
27/06/2004,12.00.00,1.1,939.0,-200.0,6.3,828.0,59.0,991.0,74.0,1486.0,639.0,37.8,18.5,1.1977,23.560863987876257
27/06/2004,13.00.00,0.8,816.0,-200.0,3.5,684.0,42.0,1195.0,56.0,1285.0,467.0,39.0,15.1,1.0424,24.17337616216676
27/06/2004,14.00.00,0.7,841.0,-200.0,4.0,712.0,38.0,1175.0,50.0,1339.0,476.0,41.3,12.8,0.9933,20.310583347930713
27/06/2004,15.00.00,0.7,842.0,-200.0,4.2,722.0,40.0,1163.0,54.0,1294.0,490.0,41.8,11.9,0.9476,24.240180549886457
27/06/2004,16.00.00,1.2,990.0,-200.0,6.9,852.0,70.0,967.0,90.0,1488.0,669.0,42.2,14.2,1.1609,34.591227837897165
27/06/2004,17.00.00,1.6,1042.0,-200.0,7.9,894.0,95.0,916.0,109.0,1537.0,800.0,41.4,15.5,1.2089,42.59997393838377
27/06/2004,18.00.00,1.6,1089.0,-200.0,7.9,893.0,90.0,879.0,110.0,1609.0,791.0,38.9,21.4,1.4605,54.088839933409545
27/06/2004,19.00.00,1.7,1102.0,-200.0,10.3,990.0,90.0,799.0,103.0,1685.0,849.0,34.3,26.0,1.3865,54.734754280094684
27/06/2004,20.00.00,2.0,1095.0,-200.0,10.5,996.0,111.0,799.0,120.0,1695.0,934.0,32.7,27.7,1.3439,63.830388393694854
27/06/2004,21.00.00,2.3,1116.0,-200.0,12.7,1075.0,135.0,761.0,134.0,1784.0,1081.0,30.5,30.4,1.3031,68.6011946242793
27/06/2004,22.00.00,2.4,1105.0,-200.0,11.9,1046.0,146.0,777.0,137.0,1751.0,1102.0,29.0,33.6,1.3277,74.7304607092303
27/06/2004,23.00.00,1.7,1018.0,-200.0,9.3,950.0,100.0,830.0,99.0,1636.0,914.0,28.2,36.6,1.3781,77.5281236474067
28/06/2004,00.00.00,1.2,991.0,-200.0,7.9,896.0,69.0,857.0,78.0,1616.0,926.0,27.2,38.9,1.3821,79.19564920678687
28/06/2004,01.00.00,1.0,923.0,-200.0,5.0,765.0,47.0,952.0,63.0,1508.0,786.0,26.7,40.0,1.3754,81.11074292859462
