Date,Time,CO(GT),PT08.S1(CO),NMHC(GT),C6H6(GT),PT08.S2(NMHC),NOx(GT),PT08.S3(NOx),NO2(GT),PT08.S4(NO2),PT08.S5(O3),T,RH,AH,Unnamed: 15,Unnamed: 16,Datetime
29/06/2004,08.00.00,,1502.0,,,1631.0,350.0,459.0,140.0,2622.0,1858.0,"27,1","43,1","1,5224",,,
29/06/2004,09.00.00,,1219.0,,,1163.0,232.0,642.0,121.0,1963.0,1410.0,"28,3","39,8","1,5053",,,
29/06/2004,10.00.00,,1237.0,,,1157.0,206.0,663.0,132.0,1968.0,1334.0,"32,4","32,3","1,5484",,,
29/06/2004,11.00.00,,1181.0,,,1078.0,159.0,706.0,122.0,1870.0,1140.0,"35,4","27,8","1,5733",,,
29/06/2004,12.00.00,,1251.0,,,1154.0,184.0,682.0,148.0,1955.0,1111.0,"35,5","27,4","1,5635",,,
29/06/2004,13.00.00,,1214.0,,,1170.0,136.0,681.0,133.0,1963.0,1054.0,"37,8","24,4","1,5722",,,
29/06/2004,14.00.00,,1166.0,,,1062.0,124.0,726.0,130.0,1825.0,924.0,"37,2","25,5","1,5914",,,
29/06/2004,15.00.00,,1226.0,,,1157.0,133.0,683.0,141.0,1912.0,1041.0,"37,2","25,6","1,6014",,,
29/06/2004,16.00.00,,1265.0,,,1229.0,156.0,636.0,172.0,2040.0,1282.0,"38,0","25,0","1,6312",,,
29/06/2004,17.00.00,,1317.0,,,1338.0,200.0,593.0,198.0,2132.0,1362.0,"37,1","26,9","1,6635",,,
29/06/2004,18.00.00,,1372.0,,,1382.0,202.0,568.0,181.0,2268.0,1441.0,"36,9","27,8","1,7099",,,
29/06/2004,19.00.00,,1443.0,,,1443.0,286.0,543.0,202.0,2332.0,1559.0,"34,7","31,9","1,7325",,,
29/06/2004,20.00.00,,1200.0,,,1126.0,141.0,664.0,120.0,1979.0,1198.0,"31,9","38,4","1,7897",,,
29/06/2004,21.00.00,,1216.0,,,1130.0,117.0,655.0,115.0,1994.0,1246.0,"30,5","42,3","1,8173",,,
29/06/2004,22.00.00,,1160.0,,,1070.0,110.0,687.0,112.0,1929.0,1192.0,"29,3","45,8","1,8362",,,
29/06/2004,23.00.00,,1194.0,,,1106.0,100.0,667.0,97.0,1985.0,1194.0,"28,2","48,1","1,8144",,,
30/06/2004,00.00.00,,1199.0,,,1087.0,112.0,658.0,100.0,1954.0,1252.0,"27,3","51,0","1,8287",,,
30/06/2004,01.00.00,,965.0,,,818.0,35.0,844.0,47.0,1681.0,777.0,"26,8","52,4","1,8141",,,
30/06/2004,02.00.00,,961.0,,,801.0,33.0,850.0,44.0,1683.0,798.0,"26,0","54,9","1,8141",,,
30/06/2004,03.00.00,,901.0,,,697.0,,952.0,,1586.0,800.0,"26,8","51,9","1,8058",,,
30/06/2004,04.00.00,,864.0,,,629.0,28.0,1052.0,42.0,1558.0,728.0,"26,9","51,8","1,8050",,,
30/06/2004,05.00.00,,952.0,,,742.0,49.0,892.0,57.0,1656.0,953.0,"24,6","59,1","1,8013",,,
30/06/2004,06.00.00,,1009.0,,,875.0,81.0,797.0,61.0,1738.0,1060.0,"26,4","53,1","1,7987",,,
30/06/2004,07.00.00,,1225.0,,,1155.0,178.0,643.0,106.0,1992.0,1338.0,"27,3","46,4","1,6542",,,
30/06/2004,08.00.00,,1245.0,,,1202.0,223.0,628.0,136.0,2039.0,1622.0,"28,4","40,4","1,5442",,,
30/06/2004,09.00.00,,1265.0,,,1209.0,290.0,638.0,157.0,2015.0,1812.0,"30,8","37,1","1,6169",,,
30/06/2004,10.00.00,,1276.0,,,1241.0,274.0,642.0,171.0,2024.0,1784.0,"34,2","30,7","1,6252",,,
30/06/2004,11.00.00,3.0,1232.0,,,1183.0,278.0,675.0,190.0,1920.0,1509.0,"37,0","26,5","1,6352",,,
30/06/2004,12.00.00,,1193.0,,,1097.0,152.0,698.0,155.0,1832.0,1139.0,"36,6","27,8","1,6760",,,
30/06/2004,13.00.00,,1162.0,,,1117.0,118.0,700.0,139.0,1857.0,1044.0,"36,9","26,9","1,6477",,,
30/06/2004,14.00.00,,1126.0,,,1097.0,141.0,723.0,152.0,1810.0,1015.0,"39,3","22,2","1,5520",,,
30/06/2004,15.00.00,,1089.0,,,993.0,131.0,801.0,143.0,1675.0,825.0,"38,5","22,4","1,5018",,,
30/06/2004,16.00.00,,1134.0,,,1073.0,171.0,747.0,168.0,1765.0,1022.0,"39,7","20,4","1,4594",,,
30/06/2004,17.00.00,,1388.0,,,1418.0,287.0,568.0,226.0,2250.0,1913.0,"38,8","24,2","1,6433",,,
30/06/2004,18.00.00,,1506.0,,,1499.0,267.0,506.0,207.0,2485.0,2043.0,"33,5","38,0","1,9390",,,
30/06/2004,19.00.00,,1352.0,,,1385.0,280.0,563.0,197.0,2205.0,1661.0,"34,0","32,9","1,7251",,,
30/06/2004,20.00.00,,1217.0,,,1227.0,224.0,641.0,158.0,2040.0,1404.0,"31,9","33,7","1,5663",,,
30/06/2004,21.00.00,,1149.0,,,1132.0,137.0,688.0,124.0,1936.0,1233.0,"30,2","37,6","1,5870",,,
30/06/2004,22.00.00,,1156.0,,,1129.0,118.0,688.0,110.0,1941.0,1181.0,"28,9","41,0","1,6096",,,
30/06/2004,23.00.00,,1180.0,,,1122.0,128.0,678.0,112.0,1921.0,1272.0,"27,8","45,2","1,6604",,,
01/07/2004,00.00.00,,1109.0,,,1080.0,111.0,696.0,102.0,1874.0,1190.0,"27,1","47,4","1,6701",,,2004-01-07
01/07/2004,01.00.00,,1032.0,,,974.0,66.0,763.0,77.0,1800.0,982.0,"26,2","49,4","1,6555",,,2004-01-07
01/07/2004,02.00.00,,893.0,,,767.0,36.0,918.0,50.0,1607.0,805.0,"26,9","49,3","1,7196",,,2004-01-07
01/07/2004,03.00.00,,848.0,,,642.0,,1079.0,,1536.0,654.0,"26,3","50,8","1,7058",,,2004-01-07
01/07/2004,04.00.00,,850.0,,,664.0,31.0,1038.0,40.0,1568.0,727.0,"24,9","54,6","1,6908",,,2004-01-07
01/07/2004,05.00.00,,938.0,,,782.0,75.0,879.0,66.0,1685.0,1001.0,"23,4","58,6","1,6651",,,2004-01-07
01/07/2004,06.00.00,,948.0,,,828.0,66.0,858.0,60.0,1711.0,994.0,"24,4","55,2","1,6604",,,2004-01-07
01/07/2004,07.00.00,,1225.0,,,1214.0,154.0,625.0,85.0,2090.0,1322.0,"25,1","54,3","1,7057",,,2004-01-07
01/07/2004,08.00.00,,1380.0,,,1359.0,239.0,538.0,120.0,2337.0,1617.0,"26,6","51,2","1,7565",,,2004-01-07
01/07/2004,09.00.00,,1276.0,,,1138.0,246.0,628.0,134.0,2021.0,1430.0,"28,2","47,1","1,7752",,,2004-01-07
01/07/2004,10.00.00,,1246.0,,,1093.0,261.0,667.0,149.0,1942.0,1357.0,"31,6","39,4","1,7969",,,2004-01-07
01/07/2004,11.00.00,2.0,1141.0,,,996.0,179.0,767.0,125.0,1805.0,994.0,"34,2","31,8","1,6837",,,2004-01-07
01/07/2004,12.00.00,,1199.0,,,1124.0,159.0,680.0,132.0,1940.0,1054.0,"36,6","27,1","1,6352",,,2004-01-07
01/07/2004,13.00.00,2.0,1156.0,,,1056.0,111.0,710.0,114.0,1842.0,945.0,"37,6","26,9","1,7150",,,2004-01-07
01/07/2004,14.00.00,,1158.0,,,983.0,101.0,751.0,110.0,1803.0,808.0,"38,1","26,3","1,7213",,,2004-01-07
01/07/2004,15.00.00,,1163.0,,,1039.0,118.0,723.0,121.0,1814.0,888.0,"37,8","26,9","1,7392",,,2004-01-07
01/07/2004,16.00.00,,1078.0,,,1009.0,120.0,767.0,127.0,1730.0,787.0,"37,8","22,7","1,4653",,,2004-01-07
01/07/2004,17.00.00,,1244.0,,,1219.0,177.0,651.0,157.0,1949.0,1077.0,"36,9","24,7","1,5134",,,2004-01-07
01/07/2004,18.00.00,,1236.0,,,1239.0,186.0,637.0,169.0,1986.0,1106.0,"34,5","28,5","1,5310",,,2004-01-07
01/07/2004,19.00.00,,1364.0,,,1376.0,235.0,580.0,179.0,2168.0,1356.0,"32,5","30,9","1,4875",,,2004-01-07
01/07/2004,20.00.00,,1193.0,,,1196.0,195.0,675.0,149.0,1888.0,1152.0,"30,9","30,4","1,3380",,,2004-01-07
01/07/2004,21.00.00,,1078.0,,,985.0,106.0,778.0,111.0,1697.0,925.0,"28,7","34,7","1,3457",,,2004-01-07
01/07/2004,22.00.00,,1140.0,,,1035.0,107.0,726.0,112.0,1779.0,1059.0,"27,7","39,3","1,4372",,,2004-01-07
01/07/2004,23.00.00,,1239.0,,,1127.0,134.0,648.0,120.0,1930.0,1201.0,"26,8","45,1","1,5645",,,2004-01-07
02/07/2004,00.00.00,,1171.0,,,1093.0,117.0,669.0,105.0,1862.0,1205.0,"26,1","45,3","1,5115",,,2004-02-07
02/07/2004,01.00.00,,1065.0,,,977.0,83.0,736.0,90.0,1733.0,1103.0,"25,9","46,1","1,5174",,,2004-02-07
02/07/2004,02.00.00,,1024.0,,,882.0,77.0,791.0,87.0,1662.0,1072.0,"25,3","47,6","1,5130",,,2004-02-07
02/07/2004,03.00.00,,873.0,,,679.0,,1010.0,,1501.0,713.0,"26,6","43,0","1,4773",,,2004-02-07
02/07/2004,04.00.00,-200.0,874.0,,,668.0,37.0,1043.0,54.0,1513.0,737.0,"25,3","47,2","1,5025",,,2004-02-07
02/07/2004,05.00.00,,887.0,,,647.0,50.0,1046.0,61.0,1500.0,740.0,"25,1","48,0","1,5115",,,2004-02-07
02/07/2004,06.00.00,,993.0,,,795.0,60.0,888.0,63.0,1629.0,770.0,"24,8","50,6","1,5654",,,2004-02-07
02/07/2004,07.00.00,,1299.0,,,1225.0,179.0,620.0,102.0,2077.0,1327.0,"25,7","49,7","1,6150",,,2004-02-07
02/07/2004,08.00.00,,1529.0,,,1526.0,300.0,476.0,149.0,2559.0,1763.0,"27,4","45,5","1,6396",,,2004-02-07
02/07/2004,09.00.00,,1320.0,,,1210.0,263.0,595.0,147.0,2052.0,1477.0,"29,3","40,0","1,6082",,,2004-02-07
02/07/2004,10.00.00,,1226.0,,,1168.0,265.0,650.0,158.0,1952.0,1311.0,"33,6","28,7","1,4693",,,2004-02-07
02/07/2004,11.00.00,,1105.0,,,980.0,164.0,777.0,112.0,1745.0,980.0,"34,6","27,7","1,4991",,,2004-02-07
02/07/2004,12.00.00,,1160.0,,,1040.0,122.0,720.0,108.0,1810.0,961.0,"35,6","27,2","1,5557",,,2004-02-07
02/07/2004,13.00.00,,1125.0,,,1051.0,125.0,730.0,120.0,1771.0,923.0,"36,9","23,3","1,4313",,,2004-02-07
02/07/2004,14.00.00,,1099.0,,,1015.0,125.0,763.0,117.0,1732.0,839.0,"38,8","20,7","1,4036",,,2004-02-07
02/07/2004,15.00.00,,1124.0,,,1021.0,115.0,745.0,119.0,1735.0,827.0,"38,1","22,6","1,4868",,,2004-02-07
02/07/2004,16.00.00,,1105.0,,,995.0,162.0,778.0,149.0,1681.0,821.0,"37,1","23,0","1,4229",,,2004-02-07
02/07/2004,17.00.00,,1035.0,,,1043.0,149.0,804.0,174.0,1647.0,749.0,"34,8","19,3","1,0543",,,2004-02-07
02/07/2004,18.00.00,,1065.0,,,1110.0,161.0,757.0,163.0,1691.0,871.0,"33,6","20,7","1,0590",,,2004-02-07
02/07/2004,19.00.00,3.0,1051.0,,,1220.0,201.0,739.0,161.0,1729.0,1077.0,"31,4","18,5","0,8376",,,2004-02-07
02/07/2004,20.00.00,,1073.0,,,1124.0,209.0,752.0,154.0,1688.0,1175.0,"29,5","23,8","0,9623",,,2004-02-07
02/07/2004,21.00.00,,1008.0,,,1004.0,133.0,817.0,124.0,1588.0,1125.0,"27,4","27,1","0,9736",,,2004-02-07
02/07/2004,22.00.00,,1090.0,,,1073.0,133.0,745.0,122.0,1693.0,1124.0,"26,1","31,1","1,0338",,,2004-02-07
02/07/2004,23.00.00,,1048.0,,,983.0,134.0,780.0,119.0,1643.0,1064.0,"25,5","34,0","1,0935",,,2004-02-07
03/07/2004,00.00.00,,1131.0,,,1087.0,164.0,705.0,131.0,1738.0,1240.0,"24,0","37,8","1,1125",,,2004-03-07
03/07/2004,01.00.00,,953.0,,,874.0,72.0,854.0,84.0,1528.0,899.0,"24,2","37,3","1,1118",,,2004-03-07
03/07/2004,02.00.00,,897.0,,,745.0,50.0,968.0,77.0,1461.0,807.0,"23,4","40,6","1,1571",,,2004-03-07
03/07/2004,03.00.00,,900.0,,,750.0,,932.0,,1494.0,817.0,"21,8","46,6","1,1991",,,2004-03-07
03/07/2004,04.00.00,,828.0,,,639.0,27.0,1077.0,41.0,1371.0,573.0,"22,6","43,0","1,1629",,,2004-03-07
03/07/2004,05.00.00,,892.0,,,739.0,74.0,964.0,68.0,1479.0,768.0,"20,2","50,7","1,1844",,,2004-03-07
03/07/2004,06.00.00,,914.0,,,809.0,69.0,912.0,69.0,1530.0,807.0,"20,5","49,3","1,1760",,,2004-03-07
03/07/2004,07.00.00,,1096.0,,,1017.0,162.0,722.0,101.0,1743.0,1204.0,"21,4","48,0","1,2086",,,2004-03-07
03/07/2004,08.00.00,,1173.0,,,1130.0,208.0,648.0,120.0,1885.0,1401.0,"23,2","43,9","1,2344",,,2004-03-07
03/07/2004,09.00.00,,1125.0,,,1016.0,168.0,712.0,124.0,1725.0,1256.0,"25,3","40,7","1,2921",,,2004-03-07
03/07/2004,10.00.00,,1079.0,,,976.0,139.0,781.0,113.0,1669.0,999.0,"29,9","31,1","1,2883",,,2004-03-07
03/07/2004,11.00.00,,974.0,,,930.0,104.0,872.0,97.0,1536.0,712.0,"33,9","21,3","1,1067",,,2004-03-07
03/07/2004,12.00.00,,977.0,,,973.0,99.0,865.0,94.0,1550.0,712.0,"36,3","16,0","0,9465",,,2004-03-07
03/07/2004,13.00.00,,912.0,,,873.0,89.0,946.0,86.0,1436.0,614.0,"36,6","15,2","0,9177",,,2004-03-07
03/07/2004,14.00.00,,896.0,,,817.0,57.0,992.0,70.0,1426.0,554.0,"37,4","15,8","0,9998",,,2004-03-07
03/07/2004,15.00.00,,896.0,,,822.0,64.0,1002.0,70.0,1391.0,722.0,"37,9","15,0","0,9721",,,2004-03-07
03/07/2004,16.00.00,,956.0,,,862.0,65.0,930.0,82.0,1479.0,636.0,"38,0","16,8","1,0933",,,2004-03-07
03/07/2004,17.00.00,,970.0,,,900.0,79.0,909.0,93.0,1524.0,664.0,"36,9","17,5","1,0789",,,2004-03-07
03/07/2004,18.00.00,,929.0,,,869.0,80.0,942.0,89.0,1454.0,624.0,"35,3","17,0","0,9561",,,2004-03-07
03/07/2004,19.00.00,,947.0,,,926.0,81.0,905.0,90.0,1484.0,659.0,"31,9","20,4","0,9462",,,2004-03-07
03/07/2004,20.00.00,,1003.0,,,880.0,59.0,864.0,67.0,1537.0,695.0,"29,1","29,6","1,1792",,,2004-03-07
03/07/2004,21.00.00,,1045.0,,,940.0,90.0,822.0,94.0,1658.0,920.0,"27,4","33,4","1,2022",,,2004-03-07
03/07/2004,22.00.00,2.0,1125.0,,,1035.0,122.0,728.0,109.0,1726.0,1150.0,"26,7","35,8","1,2318",,,2004-03-07
03/07/2004,23.00.00,,1138.0,,,985.0,120.0,742.0,103.0,1710.0,1141.0,"25,2","42,7","1,3473",,,2004-03-07
04/07/2004,00.00.00,,1217.0,,,1060.0,126.0,660.0,101.0,1840.0,1227.0,"24,0","51,9","1,5252",,,2004-04-07
04/07/2004,01.00.00,,983.0,,,831.0,68.0,847.0,71.0,1585.0,887.0,"24,5","44,4","1,3476",,,2004-04-07
04/07/2004,02.00.00,,1007.0,,,864.0,65.0,816.0,71.0,1639.0,987.0,"22,6","51,0","1,3805",,,2004-04-07
04/07/2004,03.00.00,,957.0,,,816.0,,846.0,,1613.0,903.0,"22,2","52,7","1,3891",,,2004-04-07
04/07/2004,04.00.00,,914.0,,,725.0,38.0,949.0,49.0,1550.0,780.0,"21,2","56,8","1,4094",,,2004-04-07
04/07/2004,05.00.00,,886.0,,,702.0,31.0,971.0,43.0,1528.0,767.0,"20,3","59,6","1,3994",,,2004-04-07
04/07/2004,06.00.00,,899.0,,,708.0,40.0,972.0,44.0,1559.0,780.0,"21,3","56,7","1,4178",,,2004-04-07
04/07/2004,07.00.00,,942.0,,,723.0,36.0,968.0,42.0,1573.0,698.0,"23,0","54,6","1,5177",,,2004-04-07
04/07/2004,08.00.00,,1022.0,,,817.0,64.0,835.0,69.0,1669.0,821.0,"23,7","54,3","1,5731",,,2004-04-07
04/07/2004,09.00.00,1.0,1009.0,,,810.0,56.0,859.0,65.0,1634.0,772.0,"25,4","49,3","1,5732",,,2004-04-07
04/07/2004,10.00.00,1.0,1025.0,,,809.0,56.0,877.0,68.0,1606.0,690.0,"29,6","37,7","1,5440",,,2004-04-07
04/07/2004,11.00.00,1.0,977.0,,,783.0,43.0,939.0,58.0,1543.0,586.0,"33,9","26,2","1,3664",,,2004-04-07
04/07/2004,12.00.00,,936.0,,,757.0,40.0,1007.0,52.0,1459.0,523.0,"35,8","22,4","1,2933",,,2004-04-07
04/07/2004,13.00.00,,884.0,,,703.0,34.0,1076.0,46.0,1394.0,488.0,"37,9","18,8","1,2220",,,2004-04-07
04/07/2004,14.00.00,,809.0,,,664.0,28.0,1185.0,40.0,1270.0,427.0,"38,5","14,8","0,9942",,,2004-04-07
04/07/2004,15.00.00,,852.0,,,718.0,32.0,1109.0,47.0,1307.0,468.0,"39,3","14,5","1,0149",,,2004-04-07
04/07/2004,16.00.00,,872.0,,,708.0,39.0,1106.0,56.0,1331.0,489.0,"38,9","15,6","1,0613",,,2004-04-07
04/07/2004,17.00.00,,839.0,,,752.0,52.0,1102.0,64.0,1298.0,515.0,"37,9","12,7","0,8211",,,2004-04-07
04/07/2004,18.00.00,,854.0,,,788.0,60.0,1064.0,71.0,1310.0,562.0,"35,8","13,4","0,7749",,,2004-04-07
04/07/2004,19.00.00,,971.0,,,942.0,104.0,900.0,103.0,1541.0,776.0,"32,3","19,7","0,9345",,,2004-04-07
04/07/2004,20.00.00,,985.0,,,944.0,102.0,866.0,97.0,1541.0,833.0,"30,1","23,5","0,9869",,,2004-04-07
04/07/2004,21.00.00,,1027.0,,,981.0,120.0,817.0,108.0,1631.0,1023.0,"28,2","28,7","1,0806",,,2004-04-07
04/07/2004,22.00.00,,1012.0,,,876.0,89.0,853.0,87.0,1580.0,967.0,"26,0","35,7","1,1842",,,2004-04-07
04/07/2004,23.00.00,,1086.0,,,973.0,121.0,766.0,104.0,1656.0,1089.0,"25,3","39,2","1,2452",,,2004-04-07
05/07/2004,00.00.00,,1025.0,,,939.0,107.0,790.0,93.0,1635.0,1103.0,"24,7","38,7","1,1845",,,2004-05-07
05/07/2004,01.00.00,,848.0,,,692.0,41.0,1034.0,55.0,1412.0,734.0,"25,5","35,7","1,1499",,,2004-05-07
05/07/2004,02.00.00,,839.0,,,652.0,34.0,1075.0,49.0,1405.0,671.0,"22,5","43,2","1,1589",,,2004-05-07
05/07/2004,03.00.00,,814.0,,,618.0,,1097.0,,1400.0,696.0,"21,6","46,1","1,1761",,,2004-05-07
05/07/2004,04.00.00,-200.0,816.0,,,624.0,41.0,1073.0,56.0,1422.0,729.0,"19,7","51,4","1,1688",,,2004-05-07
05/07/2004,05.00.00,,799.0,,,613.0,38.0,1120.0,43.0,1387.0,641.0,"21,6","45,7","1,1665",,,2004-05-07
05/07/2004,06.00.00,,879.0,,,792.0,59.0,906.0,57.0,1521.0,825.0,"21,1","47,3","1,1654",,,2004-05-07
05/07/2004,07.00.00,2.0,1104.0,,,1125.0,165.0,697.0,80.0,1815.0,1179.0,"21,6","44,1","1,1269",,,2004-05-07
05/07/2004,08.00.00,,1344.0,,,1496.0,287.0,519.0,134.0,2311.0,1651.0,"23,7","37,9","1,0988",,,2004-05-07
05/07/2004,09.00.00,,1226.0,,,1272.0,317.0,632.0,157.0,1901.0,1474.0,"26,0","30,1","0,9953",,,2004-05-07
05/07/2004,10.00.00,,1157.0,,,1176.0,330.0,691.0,175.0,1779.0,1370.0,"30,6","23,2","1,0010",,,2004-05-07
05/07/2004,11.00.00,,1059.0,,,1060.0,204.0,798.0,147.0,1638.0,1141.0,"34,1","19,1","1,0048",,,2004-05-07
05/07/2004,12.00.00,,1076.0,,,1057.0,189.0,778.0,140.0,1633.0,1076.0,"36,2","18,0","1,0636",,,2004-05-07
05/07/2004,13.00.00,,1066.0,,,1041.0,165.0,783.0,137.0,1641.0,1036.0,"37,4","17,3","1,0914",,,2004-05-07
05/07/2004,14.00.00,,1049.0,,,994.0,139.0,813.0,123.0,1580.0,881.0,"39,5","15,6","1,1020",,,2004-05-07
05/07/2004,15.00.00,2.0,1097.0,,,1074.0,156.0,776.0,138.0,1671.0,960.0,"40,4","14,9","1,1033",,,2004-05-07
05/07/2004,16.00.00,,1087.0,,,1018.0,130.0,791.0,132.0,1624.0,883.0,"40,1","16,1","1,1699",,,2004-05-07
05/07/2004,17.00.00,3.0,1269.0,,,1269.0,173.0,633.0,174.0,1942.0,1221.0,"39,3","18,9","1,3251",,,2004-05-07
05/07/2004,18.00.00,,1328.0,,,1405.0,302.0,584.0,203.0,2072.0,1518.0,"37,3","19,9","1,2437",,,2004-05-07
05/07/2004,19.00.00,,1200.0,,,1270.0,239.0,654.0,176.0,1906.0,1264.0,"33,6","22,9","1,1747",,,2004-05-07
05/07/2004,20.00.00,,1098.0,,,1105.0,139.0,732.0,125.0,1768.0,1061.0,"30,7","28,9","1,2501",,,2004-05-07
05/07/2004,21.00.00,,1058.0,,,1004.0,92.0,776.0,98.0,1684.0,947.0,"28,8","32,8","1,2776",,,2004-05-07
05/07/2004,22.00.00,,1081.0,,,1025.0,104.0,738.0,103.0,1757.0,1059.0,"27,3","36,8","1,3207",,,2004-05-07
05/07/2004,23.00.00,,1062.0,,,962.0,108.0,776.0,104.0,1674.0,1030.0,"26,2","39,7","1,3249",,,2004-05-07
06/07/2004,00.00.00,,1078.0,,,971.0,107.0,752.0,105.0,1694.0,1065.0,"25,4","43,0","1,3700",,,2004-06-07
06/07/2004,01.00.00,,917.0,,,761.0,55.0,931.0,75.0,1497.0,893.0,"25,8","41,0","1,3461",,,2004-06-07
06/07/2004,02.00.00,,881.0,,,718.0,43.0,965.0,60.0,1510.0,837.0,"23,3","48,4","1,3677",,,2004-06-07
06/07/2004,03.00.00,,865.0,,,671.0,,1012.0,,1477.0,807.0,"23,5","47,8","1,3607",,,2004-06-07
06/07/2004,04.00.00,,829.0,,,602.0,23.0,1123.0,36.0,1410.0,596.0,"23,5","46,7","1,3361",,,2004-06-07
06/07/2004,05.00.00,,913.0,,,743.0,65.0,931.0,66.0,1540.0,884.0,"21,8","52,3","1,3539",,,2004-06-07
06/07/2004,06.00.00,,1077.0,,,985.0,165.0,742.0,97.0,1780.0,1170.0,"21,8","52,5","1,3529",,,2004-06-07
06/07/2004,07.00.00,,1337.0,,,1386.0,274.0,565.0,115.0,2196.0,1596.0,"22,9","49,1","1,3546",,,2004-06-07
06/07/2004,08.00.00,,1467.0,,,1575.0,369.0,472.0,145.0,2460.0,1873.0,"24,9","43,3","1,3422",,,2004-06-07
06/07/2004,09.00.00,,1257.0,,,1227.0,308.0,611.0,162.0,1954.0,1608.0,"26,7","39,4","1,3556",,,2004-06-07
06/07/2004,10.00.00,,1227.0,,,1125.0,227.0,675.0,147.0,1835.0,1470.0,"30,5","32,9","1,4135",,,2004-06-07
06/07/2004,11.00.00,,1188.0,,,1108.0,178.0,693.0,132.0,1818.0,1275.0,"34,2","27,2","1,4404",,,2004-06-07
06/07/2004,12.00.00,,1301.0,,,1276.0,267.0,631.0,179.0,1953.0,1407.0,"38,2","20,9","1,3701",,,2004-06-07
06/07/2004,13.00.00,,1201.0,,,1278.0,278.0,657.0,174.0,1892.0,1302.0,"39,6","16,9","1,2028",,,2004-06-07
06/07/2004,14.00.00,,1058.0,,,1026.0,165.0,794.0,132.0,1622.0,931.0,"39,9","15,8","1,1410",,,2004-06-07
06/07/2004,15.00.00,2.0,1037.0,,,1075.0,172.0,789.0,151.0,1604.0,917.0,"40,2","13,9","1,0200",,,2004-06-07
06/07/2004,16.00.00,,1055.0,,,1157.0,216.0,762.0,168.0,1674.0,985.0,"39,6","13,2","0,9332",,,2004-06-07
06/07/2004,17.00.00,,1179.0,,,1364.0,306.0,661.0,192.0,1845.0,1265.0,"39,5","12,6","0,8894",,,2004-06-07
06/07/2004,18.00.00,,1298.0,,,1430.0,317.0,632.0,194.0,1946.0,2475.0,"37,9","13,9","0,9015",,,2004-06-07
06/07/2004,19.00.00,,1213.0,,,1327.0,251.0,654.0,155.0,1864.0,2021.0,"34,2","17,9","0,9444",,,2004-06-07
06/07/2004,20.00.00,4.0,1233.0,,,1398.0,230.0,613.0,159.0,1975.0,1834.0,"32,6","20,6","0,9939",,,2004-06-07
06/07/2004,21.00.00,,1086.0,,,1145.0,154.0,737.0,125.0,1717.0,1426.0,"30,4","23,2","0,9889",,,2004-06-07
06/07/2004,22.00.00,,1056.0,,,1078.0,137.0,765.0,108.0,1668.0,1272.0,"28,8","25,1","0,9793",,,2004-06-07
06/07/2004,23.00.00,,1138.0,,,1128.0,133.0,681.0,110.0,1737.0,1490.0,"27,8","29,9","1,1018",,,2004-06-07
07/07/2004,00.00.00,,1112.0,,,1128.0,117.0,675.0,99.0,1771.0,1440.0,"26,9","32,6","1,1381",,,2004-07-07
07/07/2004,01.00.00,,992.0,,,948.0,106.0,773.0,95.0,1609.0,1271.0,"26,3","33,7","1,1377",,,2004-07-07
07/07/2004,02.00.00,,895.0,,,767.0,55.0,931.0,69.0,1463.0,985.0,"25,7","33,9","1,1065",,,2004-07-07
07/07/2004,03.00.00,,843.0,,,655.0,,1046.0,,1377.0,826.0,"24,8","36,0","1,1109",,,2004-07-07
07/07/2004,04.00.00,,828.0,,,626.0,27.0,1073.0,45.0,1362.0,754.0,"25,5","34,6","1,1096",,,2004-07-07
07/07/2004,05.00.00,,894.0,,,709.0,46.0,997.0,53.0,1432.0,853.0,"24,0","37,8","1,1077",,,2004-07-07
07/07/2004,06.00.00,,1072.0,,,976.0,144.0,740.0,88.0,1673.0,1340.0,"23,9","39,3","1,1522",,,2004-07-07
07/07/2004,07.00.00,,1425.0,,,1486.0,392.0,512.0,136.0,2305.0,1869.0,"24,8","38,4","1,1808",,,2004-07-07
07/07/2004,08.00.00,,1428.0,,,1500.0,358.0,496.0,141.0,2275.0,2021.0,"26,9","34,4","1,2036",,,2004-07-07
07/07/2004,09.00.00,4.0,1359.0,,,1415.0,381.0,572.0,189.0,2081.0,1902.0,"29,6","28,7","1,1706",,,2004-07-07
07/07/2004,10.00.00,,1182.0,,,1122.0,261.0,730.0,166.0,1707.0,1527.0,"34,6","21,1","1,1398",,,2004-07-07
07/07/2004,11.00.00,2.0,1117.0,,,1045.0,207.0,761.0,154.0,1623.0,1260.0,"38,3","17,0","1,1216",,,2004-07-07
07/07/2004,12.00.00,2.0,1119.0,,,1088.0,155.0,741.0,149.0,1640.0,1124.0,"40,4","14,5","1,0736",,,2004-07-07
07/07/2004,13.00.00,,1068.0,,,1152.0,193.0,739.0,142.0,1683.0,1309.0,"42,6","9,6","0,8012",,,2004-07-07
07/07/2004,14.00.00,,1090.0,,,1120.0,195.0,743.0,130.0,1629.0,1283.0,"42,5","10,2","0,8478",,,2004-07-07
07/07/2004,15.00.00,,1056.0,,,1024.0,159.0,792.0,121.0,1555.0,1068.0,"41,0","11,6","0,8872",,,2004-07-07
07/07/2004,16.00.00,,1098.0,,,1007.0,120.0,799.0,116.0,1546.0,937.0,"41,3","13,0","1,0154",,,2004-07-07
